948,4357.16,2020/2/22 16:44:0.0,43.799084,-120.650261,1.22,0.14,0.43,253
Calculated 253
Initialized
1248,4357.98,2020/2/22 16:51:19.0,43.799068,-120.650307,0.11,0.14,0.43,105
1249,4358.19,2020/2/22 16:51:20.0,43.799072,-120.650307,1.22,0.14,-0.14,133
1250,4358.39,2020/2/22 16:51:22.0,43.799057,-120.650299,1.00,-0.14,0.43,140
1251,4358.19,2020/2/22 16:51:23.0,43.799057,-120.650299,0.78,0.43,0.71,112
1252,4357.98,2020/2/22 16:51:25.0,43.799061,-120.650299,0.56,0.14,0.14,107
1253,4357.37,2020/2/22 16:51:26.0,43.799057,-120.650299,0.78,0.14,0.14,111
1254,4356.75,2020/2/22 16:51:27.0,43.799053,-120.650307,0.33,0.14,1.00,87
1255,4355.93,2020/2/22 16:51:29.0,43.799061,-120.650307,0.33,0.43,0.14,94
1256,4354.08,2020/2/22 16:51:30.0,43.799061,-120.650307,1.44,0.14,0.14,83
1257,4356.75,2020/2/22 16:51:32.0,43.799068,-120.650299,1.00,0.14,0.14,101
1258,4355.31,2020/2/22 16:51:33.0,43.799061,-120.650307,1.22,0.14,0.14,81
1259,4354.29,2020/2/22 16:51:35.0,43.799076,-120.650299,1.00,-0.14,-0.14,192
1260,4356.14,2020/2/22 16:51:36.0,43.799076,-120.650307,0.11,0.14,0.71,85
1261,4355.52,2020/2/22 16:51:38.0,43.799080,-120.650307,1.00,0.14,-0.14,125
1262,4356.14,2020/2/22 16:51:39.0,43.799076,-120.650307,0.11,0.14,1.00,83
1263,4356.34,2020/2/22 16:51:41.0,43.799072,-120.650307,0.78,-0.14,0.43,139
1264,4355.93,2020/2/22 16:51:42.0,43.799072,-120.650307,1.00,0.14,-0.14,129
1265,4357.37,2020/2/22 16:51:43.0,43.799072,-120.650307,0.33,-0.14,0.71,139
1266,4357.37,2020/2/22 16:51:45.0,43.799068,-120.650307,1.22,-0.14,0.14,143
1267,4356.75,2020/2/22 16:51:46.0,43.799068,-120.650314,1.00,-0.14,0.43,142
1268,4355.93,2020/2/22 16:51:48.0,43.799080,-120.650307,0.78,0.43,-0.14,154
1269,4356.75,2020/2/22 16:51:49.0,43.799080,-120.650307,1.22,-0.14,0.14,145
1270,4358.19,2020/2/22 16:51:51.0,43.799084,-120.650322,1.22,0.14,0.14,86
1271,4354.90,2020/2/22 16:51:52.0,43.799088,-120.650322,1.00,0.14,0.14,83
